time,android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,sound#mean,sound#min,sound#max,sound#std,target
78.0,9.81147629156,9.75889547269,9.84941095639,0.0146255073331,0.00165077522136,0.0,0.003533082558530001,0.000736963641413,0.0,0.0,0.0,0.0,Still
145.0,9.93920678262,7.70743742161,17.1466311902,1.7759442967,0.0363257142488,0.0116693879272,0.059387896024199985,0.0202897002181,89.20021019100002,89.06514335,89.3352770319,0.191013358299,Car
150.0,9.82717783631,9.80481712742,9.84926211274,0.0111991059917,0.00152461653211,0.0,0.0026093544661,0.000712700740663,0.0,0.0,0.0,0.0,Still
105.0,9.67303911332,7.65967372861,12.3042975935,0.8625532584289999,0.0364403150565,0.0204630617713,0.0525122451551,0.0105527726211,87.47037709940003,87.47037709940003,87.47037709940003,2.28418636125,Car
77.0,9.99346632118,8.965620961339999,10.8916451194,0.504117059576,0.183202097809,0.0206668572373,0.380875066732,0.0988191384778,89.77073231600002,89.77073231600002,89.77073231600002,0.00638923521873,Car
559.0,9.33048171135,9.14902923812,9.52004390746,0.10385656289,0.0,0.0,0.0,0.0,57.361127236499996,57.361127236499996,57.361127236499996,1.00661125342,Car
41.0,9.78977129281,9.758750712100001,9.816196875900001,0.0134885934094,0.00409986525381,0.0027318724481800003,0.006579220148109999,0.00180112306541,65.1583690063,65.1583690063,65.1583690063,0.0,Train
20.0,9.90601147575,6.43164569701,14.2026033269,1.04468410393,0.140902237072,0.00656673118978,0.6904138224070001,0.119666966016,0.0,0.0,0.0,0.0,Bus
35.0,9.63971144226,8.99613405513,10.0278019439,0.25505288498100004,0.0415540643649,0.008014423857229998,0.123026208034,0.0300742373795,89.8084408315,89.8084408315,89.8084408315,0.010171437263200002,Bus
27.0,9.60210856296,9.0147864831,10.0685281258,0.267790551832,0.0374507823437,0.0071743899406,0.08482030355730001,0.021390824018700003,89.8157384837,89.8157384837,89.8157384837,0.0049950810864300005,Train
234.0,9.86456460307,9.55466288207,10.3433459018,0.114261228016,0.131283456879,0.131283456879,0.131283456879,0.0033307834582500004,70.5706212127,70.5706212127,70.5706212127,7.97487839913,Still
135.0,9.44652684362,8.901048060479999,10.0133646334,0.31744607707600003,0.0225253837911,0.00536172226192,0.0585387240168,0.0131136008672,89.79213932540002,89.79213932540002,89.79213932540002,0.037445571794,Train
11.0,9.36572732401,3.75871187487,13.7248098125,2.5084267287,0.296977564711,0.0495319320474,0.7707318781039999,0.231980726229,85.0313044729,85.0313044729,85.0313044729,7.03572217878,Car
563.0,9.9320777134,9.6081022713,10.2042315535,0.14597159066999998,0.017878648178700003,0.00463390104617,0.0579025124116,0.012215627354600002,89.76378507129999,89.70846557860001,89.819104564,0.0782335768238,Car
7.0,9.82620101548,8.52210623851,11.3644736774,0.389263437107,0.0293348051465,0.028126348093,0.0305432622,0.00170901635461,78.50624183,78.50624183,78.50624183,0.7277914288289999,Bus
30.0,10.1808673375,10.1604826012,10.198375795499999,0.013581180744,0.006378032341100001,0.0024902231412399995,0.0123548807219,0.0025318517476300003,80.6208943317,80.6208943317,80.6208943317,0.0,Still
32.0,9.70915302061,9.183982830680002,10.573024689299999,0.298172238027,0.251735070851,0.246238566324,0.257231575379,0.00777323124844,84.4749283016,84.4188895265,84.5309670768,0.0792507958783,Still
37.0,9.528491943099999,9.05195189964,9.98701393619,0.31227376845,0.10837234276,0.00960855501301,0.959588475596,0.189651912449,89.7543598185,89.7543598185,89.7543598185,0.025711921203900003,Car
20.0,10.0984940554,4.1843047427,20.965368665299998,4.4969256031,1.93665054071,0.678904506293,3.54987340019,1.21351757798,0.0,0.0,0.0,0.0,Walking
224.0,10.1924637694,10.0852472085,10.2511188368,0.0543770990962,0.0881443672973,0.00818195574075,0.393253255312,0.107638935262,69.3492021901,69.3492021901,69.3492021901,1.80533742942,Still
159.0,9.89948355866,6.762555023480001,15.5946688481,2.83977790765,1.83456339615,0.32942421404100003,3.51205557333,1.06683836644,89.7957957723,89.7957957723,89.7957957723,0.0524283856338,Walking
238.0,9.76491401908,8.09991166408,11.178526039600001,0.739418079628,0.0279314442785,0.005971842485270001,0.0602817925378,0.0148528242863,0.0,0.0,0.0,0.0,Car
74.0,9.84097963672,9.81448161504,9.8670582747,0.0130505485857,0.00166860775669,0.0010652645,0.0031957935,0.000685683820603,0.0,0.0,0.0,0.0,Still
40.0,9.82124169087,9.76550354352,9.8803492743,0.0237152943931,0.00169005949704,0.0010652645,0.0031957935,0.000791428553827,0.0,0.0,0.0,0.0,Still
28.0,9.7303974709,9.050715907010002,11.003434451199999,0.295130633061,0.270307147257,0.044572236708000014,0.412518147175,0.140345521348,84.13318984680001,83.7097098347,84.3580974841,0.366980758317,Still
63.0,9.71456998271,9.1185902044,10.103022750900001,0.254989454534,0.020230254137,0.0029926163282,0.104191476261,0.0293594517611,69.7257752192,69.7257752192,69.7257752192,3.60539829117,Train
70.0,8.53480660781,3.97928408662,14.5397828723,3.69797101517,1.24405010652,0.27558380176,3.03763831274,0.813041532851,89.7597266226,89.7597266226,89.7597266226,0.0,Walking
41.0,10.0256449244,9.75475091193,10.6685252075,0.272659905708,0.0296671630204,0.00411888377867,0.131832192579,0.0319235520185,88.98211940469999,88.2586141706,89.7056246387,1.02319091446,Bus
75.0,9.76439107214,9.312685110650001,10.0140708603,0.127722180671,0.0763979838236,0.0194711803597,0.137931158519,0.0593641777364,57.6504907591,57.6504907591,57.6504907591,0.854010318254,Still
19.0,10.4121050534,5.05376894561,18.951475066300002,3.3286732169300004,0.0,0.0,0.0,0.0,72.3975561167,67.2985206758,77.4965915576,7.211125075539999,Walking
495.0,9.93558183991,9.24733927432,10.4860866985,0.27253211059,0.0216035990516,0.006106604741229999,0.0392517214552,0.00866473413941,86.6673331102,86.6673331102,86.6673331102,1.5487868312000002,Car
517.0,10.072685729,10.0060705775,10.139300880599999,0.0942080507815,0.248017646089,0.0235832911685,1.12067908449,0.30763755423,89.76592281200001,89.7504032084,89.7814424156,0.0219480339148,Walking
46.0,9.68133661843,8.90663231421,10.5511852321,0.412846612044,0.0493057809587,0.00673732397644,0.0821635991197,0.0319131683498,82.2614778719,82.2614778719,82.2614778719,1.61604901937,Car
260.0,11.0689491687,9.76451291455,14.0281256028,1.2832040781,0.615398648401,0.0519646591321,2.0283583701400003,0.655962204127,77.0642266901,77.0642266901,77.0642266901,4.54934909866,Walking
604.0,9.69054913034,9.65437289522,9.72991603253,0.0170703253858,0.0,0.0,0.0,0.0,49.307657029,49.307657029,49.307657029,1.00661125342,Car
35.0,9.73038508563,9.32240007841,10.2210419843,0.136865673234,0.06972063477939999,0.0264864870489,0.148554588788,0.0553403769189,84.3823273599,84.2708863708,84.4937683491,0.157601358326,Still
70.0,9.80753351783,7.43204853425,12.1367229126,0.7826340489300001,0.08116926166389997,0.08116926166389997,0.08116926166389997,0.0148701566587,85.8941731588,85.8941731588,85.8941731588,0.427768714191,Bus
25.0,9.39532814558,6.3410075235,10.9086835103,1.24231739624,0.244124973923,0.040280709502500005,0.72054039902,0.200234337461,89.7766526876,89.7766526876,89.7766526876,0.0165556721873,Bus
69.0,9.66800996523,4.853963149059999,15.966457554200002,3.59750474525,1.42934576729,0.383322388811,3.17644946496,0.81500891082,89.6888441528,89.6888441528,89.6888441528,0.00761742829526,Walking
156.0,9.85733293457,9.41997628249,10.540380792899999,0.250972479905,0.161340101888,0.0439219764526,0.515731037601,0.159636304387,76.33410367329998,76.33410367329998,76.33410367329998,1.837346579,Car
52.0,9.774353261860002,8.59208767079,11.842069329800001,0.607952664046,0.0,0.0,0.0,0.0,72.5820730035,72.5820730035,72.5820730035,1.1615546931,Car
77.0,10.0526353978,8.39603068193,12.568079944900001,0.8433160378039999,0.0,0.0,0.0,0.0,76.37770829189999,76.37770829189999,76.37770829189999,2.20611006676,Car
269.0,9.84426111111,9.65153073194,10.0013323255,0.0680073112728,0.0564291597404,0.011845117064,0.137367281974,0.0702151536085,82.8746564628,82.8746564628,82.8746564628,6.30825669765,Still
39.0,9.66524709086,8.73082062778,10.9442072988,0.496074762922,0.0697946951277,0.016184577034,0.262437977046,0.0505212286539,89.7859479833,89.7859479833,89.7859479833,0.0141616188072,Bus
7.0,9.73595527536,8.653050775039999,10.823420293699998,0.340393818273,0.0127756430457,0.0,0.103604838906,0.01079960215,0.0,0.0,0.0,0.0,Train
117.0,9.77000989683,9.31464192029,10.6240792759,0.4044802135890001,0.0604105694689,0.0274912536233,0.147906894836,0.0393014901516,0.0,0.0,0.0,0.0,Car
111.0,9.59483732775,8.84849548924,10.8010257399,0.599259222973,0.0700818043205,0.00853195546677,0.191231755244,0.0527584070903,89.7667831585,89.7667831585,89.7667831585,0.00339146955761,Car
25.0,9.05131672687,5.25748826436,10.5885028341,1.34435492958,0.862295852112,0.160228451659,1.48014955971,0.690324060713,76.07446272899999,64.4647254621,87.6841999959,16.418647898499998,Train
